Latitude (decimal degrees):	44.852
Longitude (decimal degrees):	11.207
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230702:1110,3333.48,418.57,366.0,17.39,68.13,27.73,0.62,0.0
20230702:1210,3040.02,318.81,388.94,15.98,65.78,28.32,0.55,0.0
20230702:1310,3240.48,488.68,273.12,17.1,58.5,28.99,0.62,0.0
20230702:1410,2663.46,350.38,260.44,14.35,48.94,29.33,0.48,0.0
20230702:1510,2175.3,347.15,145.42,12.67,38.52,29.42,0.62,0.0
20230702:1610,1177.98,137.89,140.75,8.31,27.9,29.82,0.55,0.0
20230702:1710,365.04,27.03,79.81,4.85,17.46,29.04,1.79,0.0
20230702:1810,120.3,0.0,38.78,1.05,7.5,27.52,1.86,0.0
20230702:1910,0.0,0.0,0.0,0.0,0.0,27.02,1.66,0.0
20230702:2010,0.0,0.0,0.0,0.0,0.0,25.24,1.59,0.0
20230702:2110,0.0,0.0,0.0,0.0,0.0,24.02,1.52,0.0
20230702:2210,0.0,0.0,0.0,0.0,0.0,23.35,1.66,0.0
20230702:2310,0.0,0.0,0.0,0.0,0.0,22.74,1.79,0.0
20230703:0010,0.0,0.0,0.0,0.0,0.0,22.33,1.93,0.0
20230703:0110,0.0,0.0,0.0,0.0,0.0,21.88,2.0,0.0
20230703:0210,0.0,0.0,0.0,0.0,0.0,21.48,1.93,0.0
20230703:0310,0.0,0.0,0.0,0.0,0.0,21.26,1.86,0.0
20230703:0410,58.02,0.0,23.1,0.63,4.75,21.07,1.86,0.0
20230703:0510,248.82,1.72,63.67,3.91,14.52,21.6,1.93,0.0
20230703:0610,951.42,80.97,140.49,6.82,24.86,23.07,2.83,0.0
20230703:0710,1799.4,187.69,203.25,10.19,35.46,24.41,2.21,0.0
20230703:0810,2471.76,261.58,273.31,12.81,45.98,24.96,2.69,0.0
20230703:0910,3135.78,390.81,300.36,15.74,55.88,25.8,3.03,0.0
20230703:1010,2286.06,98.7,397.9,11.91,64.02,25.94,2.9,0.0
20230703:1110,3052.44,271.76,409.49,15.49,68.05,26.86,2.62,0.0
20230703:1210,3677.04,560.54,286.61,18.57,65.73,27.46,2.28,0.0
20230703:1310,3216.78,429.46,302.0,16.47,58.47,28.09,2.0,0.0
20230703:1410,2919.3,452.73,203.76,15.38,48.92,28.53,1.93,0.0
20230703:1510,2145.72,308.02,169.63,12.2,38.5,28.08,1.38,0.0
20230703:1610,161.34,0.0,47.93,1.21,27.88,26.17,2.14,0.0
20230703:1710,46.38,0.0,20.41,0.51,17.44,24.35,0.76,0.0
20230703:1810,118.8,0.0,37.95,1.03,7.47,24.14,0.69,0.0
20230703:1910,0.0,0.0,0.0,0.0,0.0,24.45,1.72,0.0
20230703:2010,0.0,0.0,0.0,0.0,0.0,23.0,2.41,0.0
20230703:2110,0.0,0.0,0.0,0.0,0.0,20.34,2.62,0.0
20230703:2210,0.0,0.0,0.0,0.0,0.0,20.07,2.07,0.0
20230703:2310,0.0,0.0,0.0,0.0,0.0,19.77,1.72,0.0
20230704:0010,0.0,0.0,0.0,0.0,0.0,19.81,1.52,0.0
20230704:0110,0.0,0.0,0.0,0.0,0.0,19.68,1.59,0.0
20230704:0210,0.0,0.0,0.0,0.0,0.0,19.64,0.69,0.0
20230704:0310,0.0,0.0,0.0,0.0,0.0,19.49,0.28,0.0
20230704:0410,58.44,0.0,23.1,0.63,4.66,19.58,0.07,0.0
20230704:0510,197.34,1.85,51.94,4.25,14.44,19.8,0.0,0.0
20230704:0610,971.58,138.26,96.3,7.98,24.78,20.35,0.07,0.0
20230704:0710,2032.86,313.66,128.69,11.85,35.38,22.02,1.17,0.0
20230704:0810,2928.78,496.96,148.18,15.44,45.9,23.22,1.31,0.0
20230704:0910,3508.74,638.53,168.2,18.19,55.79,24.51,0.9,0.0
20230704:1010,3870.54,730.29,182.02,19.96,63.93,25.53,1.1,0.0
20230704:1110,3984.3,771.81,184.49,20.7,67.96,26.37,0.97,0.0
20230704:1210,3862.38,738.3,188.71,20.18,65.67,26.74,0.76,0.0
20230704:1310,3575.22,673.41,171.56,18.84,58.43,27.29,0.69,0.0
20230704:1410,3049.74,544.08,154.18,16.36,48.89,27.61,0.83,0.0
20230704:1510,2224.56,356.09,141.94,12.79,38.48,27.42,0.76,0.0
20230704:1610,1213.2,148.0,134.5,8.47,27.86,26.99,1.03,0.0
20230704:1710,408.18,22.59,89.59,4.6,17.41,25.74,1.17,0.0
20230704:1810,114.42,0.0,37.13,1.01,7.44,25.42,0.76,0.0
20230704:1910,0.0,0.0,0.0,0.0,0.0,24.88,1.45,0.0
20230704:2010,0.0,0.0,0.0,0.0,0.0,23.59,1.86,0.0
20230704:2110,0.0,0.0,0.0,0.0,0.0,22.7,2.0,0.0
20230704:2210,0.0,0.0,0.0,0.0,0.0,21.87,1.45,0.0
20230704:2310,0.0,0.0,0.0,0.0,0.0,21.88,0.9,0.0
20230705:0010,0.0,0.0,0.0,0.0,0.0,21.99,0.69,0.0
20230705:0110,0.0,0.0,0.0,0.0,0.0,20.92,1.03,0.0
20230705:0210,0.0,0.0,0.0,0.0,0.0,21.3,0.14,0.0
20230705:0310,0.0,0.0,0.0,0.0,0.0,19.94,1.24,0.0
20230705:0410,58.32,0.0,23.1,0.63,4.57,20.19,2.28,0.0
20230705:0510,186.96,1.53,49.7,4.29,14.35,20.67,2.48,0.0
20230705:0610,964.92,83.93,139.36,6.91,24.69,21.47,2.83,0.0
20230705:0710,0.0,0.0,0.0,0.0,0.0,22.42,0.34,0.0
20230705:0810,2892.96,493.84,152.15,15.44,45.81,23.73,0.62,0.0
20230705:0910,3469.56,644.17,167.37,18.28,55.7,25.0,0.28,0.0
20230705:1010,3737.52,714.77,192.2,19.83,63.83,25.99,0.0,0.0
20230705:1110,3778.32,671.56,247.53,19.92,67.87,27.0,0.28,0.0
20230705:1210,3575.34,570.01,288.33,18.78,65.6,27.82,0.41,0.0
20230705:1310,3330.48,537.44,252.47,17.64,58.38,28.46,0.34,0.0
20230705:1410,2939.22,499.52,181.38,15.91,48.86,28.68,0.34,0.0
20230705:1510,2214.12,360.22,141.14,12.85,38.45,28.7,0.41,0.0
20230705:1610,1198.08,138.48,142.83,8.34,27.83,28.56,0.48,0.0
20230705:1710,292.92,0.25,77.12,1.97,17.38,28.38,0.55,0.0
20230705:1810,113.22,0.0,37.13,1.01,7.4,27.3,0.69,0.0
20230705:1910,0.0,0.0,0.0,0.0,0.0,26.24,0.9,0.0
20230705:2010,0.0,0.0,0.0,0.0,0.0,24.88,1.03,0.0
20230705:2110,0.0,0.0,0.0,0.0,0.0,23.61,1.38,0.0
20230705:2210,0.0,0.0,0.0,0.0,0.0,22.78,1.72,0.0
20230705:2310,0.0,0.0,0.0,0.0,0.0,22.26,2.07,0.0
20230706:0010,0.0,0.0,0.0,0.0,0.0,21.96,2.48,0.0
20230706:0110,0.0,0.0,0.0,0.0,0.0,21.1,2.97,0.0
20230706:0210,0.0,0.0,0.0,0.0,0.0,20.31,2.83,0.0
20230706:0310,0.0,0.0,0.0,0.0,0.0,19.71,2.14,0.0
20230706:0410,55.26,0.0,22.28,0.6,4.47,19.35,1.59,0.0
20230706:0510,237.54,0.01,62.87,1.61,14.25,19.55,1.66,0.0
20230706:0610,721.32,11.0,151.01,4.25,24.59,19.75,1.86,0.0
20230706:0710,1895.52,227.13,181.09,10.71,35.2,21.14,1.45,0.0
20230706:0810,1651.5,50.83,297.91,8.63,45.72,20.79,2.69,0.0
20230706:0910,2934.72,289.38,340.3,14.48,55.6,20.77,2.55,0.0
20230706:1010,810.78,0.0,179.29,4.51,63.72,21.49,2.14,0.0
20230706:1110,285.78,0.0,73.67,1.86,67.77,22.19,1.66,0.0
20230706:1210,2005.5,53.38,381.24,10.62,65.52,23.44,1.31,0.0
20230706:1310,3393.72,501.18,268.22,17.19,58.33,24.47,1.38,0.0
20230706:1410,1780.86,66.33,321.01,9.5,48.82,25.18,1.45,0.0
20230706:1510,1391.28,46.83,255.65,7.6,38.42,24.84,1.93,0.0
20230706:1610,1195.92,110.21,159.72,7.78,27.8,24.25,2.55,0.0
20230706:1710,317.34,37.95,62.61,5.34,17.35,24.24,2.48,0.0
20230706:1810,122.64,0.0,38.78,1.05,7.36,24.02,1.79,0.0
20230706:1910,0.0,0.0,0.0,0.0,0.0,23.22,1.03,0.0
20230706:2010,0.0,0.0,0.0,0.0,0.0,22.4,1.45,0.0
20230706:2110,0.0,0.0,0.0,0.0,0.0,21.59,1.72,0.0
20230706:2210,0.0,0.0,0.0,0.0,0.0,20.84,1.24,0.0
20230706:2310,0.0,0.0,0.0,0.0,0.0,21.28,0.41,0.0
20230707:0010,0.0,0.0,0.0,0.0,0.0,20.73,0.48,0.0
20230707:0110,0.0,0.0,0.0,0.0,0.0,19.37,0.9,0.0
20230707:0210,0.0,0.0,0.0,0.0,0.0,18.48,1.24,0.0
20230707:0310,0.0,0.0,0.0,0.0,0.0,17.82,1.38,0.0
20230707:0410,49.32,0.0,20.63,0.56,4.37,17.38,1.45,0.0
20230707:0510,231.66,0.58,59.33,3.91,14.15,18.65,1.1,0.0
20230707:0610,969.48,135.66,98.13,7.91,24.5,21.24,1.24,0.0
20230707:0710,2022.12,313.25,131.65,11.87,35.1,23.12,0.69,0.0
20230707:0810,2907.48,501.61,150.47,15.56,45.62,24.57,0.69,0.0
20230707:0910,3551.88,644.78,170.67,18.33,55.5,25.86,1.45,0.0
20230707:1010,3912.54,724.68,192.65,20.0,63.62,26.94,1.79,0.0
20230707:1110,4042.92,751.81,205.35,20.65,67.66,27.85,2.0,0.0
20230707:1210,3947.88,729.78,203.48,20.25,65.44,28.55,2.0,0.0
20230707:1310,3643.8,661.22,186.08,18.82,58.28,29.1,2.07,0.0
20230707:1410,3130.68,552.49,155.66,16.52,48.78,29.35,2.34,0.0
20230707:1510,2290.26,367.78,140.49,12.99,38.38,29.16,2.55,0.0
20230707:1610,1260.06,179.62,115.45,9.01,27.77,28.88,2.83,0.0
20230707:1710,329.22,36.0,67.3,5.25,17.31,28.1,2.55,0.0
20230707:1810,113.76,0.0,37.13,1.01,7.32,26.73,2.48,0.0
20230707:1910,0.0,0.0,0.0,0.0,0.0,25.11,2.69,0.0
20230707:2010,0.0,0.0,0.0,0.0,0.0,23.8,2.69,0.0
20230707:2110,0.0,0.0,0.0,0.0,0.0,22.7,2.62,0.0
20230707:2210,0.0,0.0,0.0,0.0,0.0,21.8,2.41,0.0
20230707:2310,0.0,0.0,0.0,0.0,0.0,20.97,2.14,0.0
20230708:0010,0.0,0.0,0.0,0.0,0.0,20.01,1.93,0.0
20230708:0110,0.0,0.0,0.0,0.0,0.0,19.18,1.79,0.0
20230708:0210,0.0,0.0,0.0,0.0,0.0,18.65,1.79,0.0
20230708:0310,0.0,0.0,0.0,0.0,0.0,18.37,1.72,0.0
20230708:0410,24.66,0.0,14.03,0.38,4.26,18.05,1.72,0.0
20230708:0510,231.9,0.27,59.53,3.87,14.05,19.07,1.17,0.0
20230708:0610,824.7,27.28,160.37,5.14,24.4,21.83,0.83,0.0
20230708:0710,1907.46,240.78,175.88,10.93,35.0,24.27,1.72,0.0
20230708:0810,2897.88,481.97,158.25,15.24,45.52,25.51,1.93,0.0
20230708:0910,3527.58,629.84,175.66,18.08,55.39,26.78,1.93,0.0
20230708:1010,3884.58,718.49,192.68,19.85,63.5,28.02,2.0,0.0
20230708:1110,4033.8,772.5,189.21,20.72,67.55,29.07,2.0,0.0
20230708:1210,3902.7,723.61,203.5,20.09,65.36,29.73,2.0,0.0
20230708:1310,3617.34,675.3,175.2,18.86,58.22,30.23,1.79,0.0
20230708:1410,3050.22,546.85,156.75,16.38,48.73,30.59,1.38,0.0
20230708:1510,2233.44,368.65,138.77,12.94,38.34,30.75,1.03,0.0
20230708:1610,1227.12,173.52,119.31,8.87,27.72,30.66,0.76,0.0
20230708:1710,332.76,34.26,69.79,5.12,17.26,30.1,0.9,0.0
20230708:1810,112.5,0.0,37.13,1.01,7.26,28.61,1.31,0.0
20230708:1910,0.0,0.0,0.0,0.0,0.0,26.74,1.93,0.0
20230708:2010,0.0,0.0,0.0,0.0,0.0,25.24,2.28,0.0
20230708:2110,0.0,0.0,0.0,0.0,0.0,24.02,2.28,0.0
20230708:2210,0.0,0.0,0.0,0.0,0.0,23.02,1.93,0.0
20230708:2310,0.0,0.0,0.0,0.0,0.0,21.87,1.38,0.0
20230709:0010,0.0,0.0,0.0,0.0,0.0,22.05,0.9,0.0
20230709:0110,0.0,0.0,0.0,0.0,0.0,21.63,0.97,0.0
20230709:0210,0.0,0.0,0.0,0.0,0.0,20.42,1.45,0.0
20230709:0310,0.0,0.0,0.0,0.0,0.0,19.85,1.31,0.0
20230709:0410,42.36,0.0,18.98,0.51,4.15,19.55,1.31,0.0
20230709:0510,271.26,0.0,70.13,1.9,13.95,20.57,0.83,0.0
20230709:0610,940.38,126.11,103.07,7.64,24.3,23.4,0.62,0.0
20230709:0710,1961.52,300.48,135.6,11.58,34.9,25.35,0.69,0.0
20230709:0810,2811.48,478.09,159.32,15.15,45.41,27.16,0.69,0.0
20230709:0910,3387.96,625.81,175.75,17.97,55.28,28.74,0.55,0.0
20230709:1010,3724.38,714.39,192.76,19.74,63.38,30.05,0.69,0.0
20230709:1110,3856.68,767.38,190.31,20.61,67.43,30.97,0.62,0.0
20230709:1210,3751.68,733.98,194.53,20.09,65.26,31.7,0.62,0.0
20230709:1310,3495.6,672.39,175.32,18.78,58.15,32.26,0.76,0.0
20230709:1410,2976.48,543.14,157.86,16.29,48.68,32.63,0.76,0.0
20230709:1510,2165.58,355.83,144.56,12.72,38.29,32.69,0.41,0.0
20230709:1610,1205.58,172.12,119.53,8.81,27.68,32.63,0.21,0.0
20230709:1710,343.02,31.97,74.02,4.98,17.21,32.47,0.41,0.0
20230709:1810,107.58,0.0,36.3,0.98,7.2,30.87,0.62,0.0
20230709:1910,0.0,0.0,0.0,0.0,0.0,29.15,1.79,0.0
20230709:2010,0.0,0.0,0.0,0.0,0.0,27.29,2.21,0.0
20230709:2110,0.0,0.0,0.0,0.0,0.0,26.03,2.21,0.0
20230709:2210,0.0,0.0,0.0,0.0,0.0,24.98,2.0,0.0
20230709:2310,0.0,0.0,0.0,0.0,0.0,23.97,1.72,0.0
20230710:0010,0.0,0.0,0.0,0.0,0.0,23.16,1.38,0.0
20230710:0110,0.0,0.0,0.0,0.0,0.0,23.57,0.97,0.0
20230710:0210,0.0,0.0,0.0,0.0,0.0,22.54,1.38,0.0
20230710:0310,0.0,0.0,0.0,0.0,0.0,21.74,1.38,0.0
20230710:0410,29.82,0.0,15.68,0.42,4.04,21.37,1.31,0.0
20230710:0510,292.5,0.0,75.08,2.03,13.84,22.37,0.83,0.0
20230710:0610,927.24,117.0,109.65,7.44,24.19,25.05,0.62,0.0
20230710:0710,1924.56,286.39,143.12,11.35,34.8,26.81,0.97,0.0
20230710:0810,2779.2,467.75,163.25,14.98,45.31,28.69,1.03,0.0
20230710:0910,3388.56,621.83,176.85,17.88,55.17,30.29,1.1,0.0
20230710:1010,3698.88,710.34,193.88,19.65,63.26,31.47,0.83,0.0
20230710:1110,3811.68,764.39,190.42,20.52,67.31,32.37,0.55,0.0
20230710:1210,3707.28,729.97,195.66,20.0,65.16,33.12,0.55,0.0
20230710:1310,3411.42,660.47,180.41,18.6,58.07,33.76,0.34,0.0
20230710:1410,2926.74,533.73,161.89,16.14,48.62,34.07,0.62,0.0
20230710:1510,2138.64,347.29,149.39,12.58,38.24,34.12,0.55,0.0
20230710:1610,1194.12,168.01,121.58,8.69,27.62,34.08,0.76,0.0
20230710:1710,342.48,31.2,74.56,4.89,17.15,33.56,1.1,0.0
20230710:1810,110.28,0.0,37.13,1.01,7.14,32.07,0.69,0.0
20230710:1910,0.0,0.0,0.0,0.0,0.0,30.49,1.03,0.0
20230710:2010,0.0,0.0,0.0,0.0,0.0,28.97,2.0,0.0
20230710:2110,0.0,0.0,0.0,0.0,0.0,27.85,2.28,0.0
20230710:2210,0.0,0.0,0.0,0.0,0.0,26.9,2.0,0.0
20230710:2310,0.0,0.0,0.0,0.0,0.0,25.71,1.59,0.0
20230711:0010,0.0,0.0,0.0,0.0,0.0,24.91,1.79,0.0
20230711:0110,0.0,0.0,0.0,0.0,0.0,24.39,1.86,0.0
20230711:0210,0.0,0.0,0.0,0.0,0.0,23.98,1.72,0.0
20230711:0310,0.0,0.0,0.0,0.0,0.0,23.58,1.66,0.0
20230711:0410,23.82,0.0,14.03,0.38,3.92,23.18,1.52,0.0
20230711:0510,294.3,0.0,75.91,2.06,13.73,23.89,1.03,0.0
20230711:0610,911.04,112.54,110.89,7.29,24.08,26.21,0.97,0.0
20230711:0710,1915.62,282.08,144.17,11.24,34.69,27.64,1.72,0.0
20230711:0810,2763.3,462.09,163.32,14.82,45.2,29.23,1.38,0.0
20230711:0910,3330.78,604.97,182.8,17.61,55.05,30.59,0.9,0.0
20230711:1010,3615.66,704.28,193.92,19.49,63.13,31.81,0.21,0.0
20230711:1110,3739.68,744.8,198.55,20.25,67.18,32.77,0.28,0.0
20230711:1210,3478.92,575.02,281.47,18.6,65.05,33.55,0.62,0.0
20230711:1310,3318.72,584.0,222.69,17.84,57.99,34.21,0.76,0.0
20230711:1410,2895.72,521.46,165.87,15.91,48.55,34.6,0.76,0.0
20230711:1510,2135.16,349.93,145.82,12.54,38.18,34.63,0.76,0.0
20230711:1610,1184.64,165.93,121.82,8.61,27.56,34.55,0.83,0.0
20230711:1710,345.36,30.41,75.84,4.83,17.09,34.13,0.69,0.0
20230711:1810,106.5,0.0,36.3,0.98,7.07,32.73,1.1,0.0
20230711:1910,0.0,0.0,0.0,0.0,0.0,31.14,1.86,0.0
20230711:2010,0.0,0.0,0.0,0.0,0.0,29.79,2.21,0.0
20230711:2110,0.0,0.0,0.0,0.0,0.0,28.63,1.86,0.0
20230711:2210,0.0,0.0,0.0,0.0,0.0,27.74,0.9,0.0
20230711:2310,0.0,0.0,0.0,0.0,0.0,26.49,1.1,0.0
20230712:0010,0.0,0.0,0.0,0.0,0.0,25.48,0.9,0.0
20230712:0110,0.0,0.0,0.0,0.0,0.0,24.69,0.9,0.0
20230712:0210,0.0,0.0,0.0,0.0,0.0,23.54,1.45,0.0
20230712:0310,0.0,0.0,0.0,0.0,0.0,24.21,0.76,0.0
20230712:0410,35.52,0.0,17.33,0.47,3.8,22.53,1.31,0.0
20230712:0510,302.64,0.0,77.56,2.1,13.61,23.52,0.83,0.0
20230712:0610,894.54,82.97,131.89,6.64,23.97,25.78,0.83,0.0
20230712:0710,1761.72,198.54,191.44,10.1,34.58,27.03,1.59,0.0
20230712:0810,2612.04,385.51,206.72,13.99,45.08,27.82,0.48,0.0
20230712:0910,3166.68,495.39,243.41,16.54,54.93,29.12,0.76,0.0
20230712:1010,3597.72,633.37,232.51,18.8,63.0,30.35,0.9,0.0
20230712:1110,3790.44,725.2,206.64,19.98,67.04,31.21,0.83,0.0
20230712:1210,3635.04,677.54,220.7,19.38,64.94,32.04,0.48,0.0
20230712:1310,3335.04,566.92,229.46,17.59,57.9,32.59,1.1,0.0
20230712:1410,2769.72,436.3,214.58,15.04,48.48,33.32,0.62,0.0
20230712:1510,2094.36,320.64,162.72,12.16,38.12,33.75,0.76,0.0
20230712:1610,1161.78,139.95,139.43,8.16,27.5,33.89,0.9,0.0
20230712:1710,372.24,25.6,83.67,4.56,17.02,33.56,1.1,0.0
20230712:1810,73.26,0.0,28.05,0.76,7.0,32.42,0.97,0.0
20230712:1910,0.0,0.0,0.0,0.0,0.0,29.83,3.52,0.0
20230712:2010,0.0,0.0,0.0,0.0,0.0,28.84,3.38,0.0
20230712:2110,0.0,0.0,0.0,0.0,0.0,28.0,3.03,0.0
20230712:2210,0.0,0.0,0.0,0.0,0.0,27.44,2.21,0.0
20230712:2310,0.0,0.0,0.0,0.0,0.0,27.37,0.34,0.0
20230713:0010,0.0,0.0,0.0,0.0,0.0,25.65,2.34,0.0
20230713:0110,0.0,0.0,0.0,0.0,0.0,24.92,2.83,0.0
20230713:0210,0.0,0.0,0.0,0.0,0.0,24.25,2.14,0.0
20230713:0310,0.0,0.0,0.0,0.0,0.0,23.9,2.41,0.0
20230713:0410,6.24,0.0,8.25,0.22,3.68,22.92,3.66,0.0
20230713:0510,273.54,0.0,70.96,1.92,13.49,22.36,2.9,0.0
20230713:0610,802.26,28.11,154.23,5.01,23.86,21.97,2.83,0.0
20230713:0710,716.88,1.64,159.82,4.07,34.47,23.76,3.93,0.0
20230713:0810,204.6,0.0,56.81,1.43,44.97,23.65,3.93,0.0
20230713:0910,235.8,0.0,63.02,1.59,54.81,21.82,3.1,0.0
20230713:1010,1488.96,10.32,307.16,7.93,62.86,21.46,2.21,0.0
20230713:1110,3954.66,660.71,246.51,19.47,66.9,23.14,1.86,0.0
20230713:1210,3865.14,641.41,243.54,19.09,64.82,25.72,2.48,0.0
20230713:1310,3349.02,499.18,267.41,16.96,57.81,27.1,1.59,0.0
20230713:1410,2725.86,350.8,260.24,14.15,48.4,28.03,1.59,0.0
20230713:1510,2083.56,271.28,193.1,11.6,38.05,28.49,1.31,0.0
20230713:1610,1198.98,138.45,140.5,8.11,27.43,28.29,1.59,0.0
20230713:1710,344.46,32.26,72.23,4.85,16.95,28.02,1.59,0.0
20230713:1810,109.68,0.0,36.3,0.98,6.92,27.48,1.66,0.0
20230713:1910,0.0,0.0,0.0,0.0,0.0,27.36,0.14,0.0
20230713:2010,0.0,0.0,0.0,0.0,0.0,25.48,1.24,0.0
20230713:2110,0.0,0.0,0.0,0.0,0.0,24.9,1.86,0.0
20230713:2210,0.0,0.0,0.0,0.0,0.0,24.35,2.0,0.0
20230713:2310,0.0,0.0,0.0,0.0,0.0,23.76,2.14,0.0
20230714:0010,0.0,0.0,0.0,0.0,0.0,23.19,1.72,0.0
20230714:0110,0.0,0.0,0.0,0.0,0.0,22.56,0.97,0.0
20230714:0210,0.0,0.0,0.0,0.0,0.0,22.27,0.48,0.0
20230714:0310,0.0,0.0,0.0,0.0,0.0,22.14,0.48,0.0
20230714:0410,0.0,0.0,1.65,0.04,3.55,21.91,1.24,0.0
20230714:0510,164.46,0.0,47.86,1.3,13.37,22.36,1.03,0.0
20230714:0610,876.36,57.54,146.85,5.99,23.74,23.26,1.17,0.0
20230714:0710,1926.3,270.09,150.1,11.0,34.35,24.8,2.41,0.0
20230714:0810,2854.02,460.25,163.8,14.71,44.85,25.77,2.76,0.0
20230714:0910,3522.24,615.36,176.42,17.61,54.68,26.98,2.9,0.0
20230714:1010,3878.52,703.88,194.48,19.4,62.72,28.14,2.62,0.0
20230714:1110,3997.92,731.98,207.2,20.07,66.75,28.99,2.55,0.0
20230714:1210,3876.12,697.73,213.36,19.58,64.69,29.7,2.41,0.0
20230714:1310,3530.7,619.93,202.86,18.08,57.71,30.13,2.0,0.0
20230714:1410,3016.38,522.15,166.45,15.85,48.32,30.27,1.79,0.0
20230714:1510,1963.92,215.58,222.49,10.89,37.97,30.59,2.21,0.0
20230714:1610,1228.2,172.06,117.76,8.63,27.36,30.42,2.34,0.0
20230714:1710,356.34,30.08,76.37,4.74,16.87,29.76,2.21,0.0
20230714:1810,102.06,0.0,34.65,0.94,6.83,28.62,1.93,0.0
20230714:1910,0.0,0.0,0.0,0.0,0.0,27.35,1.52,0.0
20230714:2010,0.0,0.0,0.0,0.0,0.0,25.76,1.72,0.0
20230714:2110,0.0,0.0,0.0,0.0,0.0,24.51,1.66,0.0
20230714:2210,0.0,0.0,0.0,0.0,0.0,23.79,1.38,0.0
20230714:2310,0.0,0.0,0.0,0.0,0.0,24.01,0.97,0.0
20230715:0010,0.0,0.0,0.0,0.0,0.0,24.34,0.55,0.0
20230715:0110,0.0,0.0,0.0,0.0,0.0,23.81,0.34,0.0
20230715:0210,0.0,0.0,0.0,0.0,0.0,23.28,0.62,0.0
20230715:0310,0.0,0.0,0.0,0.0,0.0,22.37,0.69,0.0
20230715:0410,13.32,0.0,10.73,0.29,3.42,22.3,0.55,0.0
20230715:0510,268.14,0.0,70.13,1.9,13.25,22.59,0.14,0.0
20230715:0610,906.48,121.28,102.05,7.35,23.62,24.21,0.07,0.0
20230715:0710,1941.9,299.61,132.72,11.35,34.23,25.86,0.83,0.0
20230715:0810,2800.08,473.51,159.27,14.89,44.73,27.31,0.9,0.0
20230715:0910,3399.48,621.64,176.73,17.72,54.55,28.56,0.83,0.0
20230715:1010,3731.52,710.42,194.83,19.51,62.57,29.67,0.76,0.0
20230715:1110,3777.72,696.71,232.56,19.85,66.6,30.65,0.69,0.0
20230715:1210,3685.2,664.72,236.5,19.36,64.56,31.44,0.83,0.0
20230715:1310,3494.34,661.93,181.4,18.48,57.61,32.07,0.9,0.0
20230715:1410,2967.36,535.98,161.88,16.03,48.23,32.46,0.76,0.0
20230715:1510,2192.88,366.2,140.04,12.7,37.89,32.59,0.48,0.0
20230715:1610,1225.62,190.06,106.88,8.92,27.28,32.57,0.34,0.0
20230715:1710,321.12,36.06,67.07,5.01,16.79,32.21,0.62,0.0
20230715:1810,97.44,0.0,33.83,0.92,6.74,30.54,0.28,0.0
20230715:1910,0.0,0.0,0.0,0.0,0.0,29.02,1.79,0.0
20230715:2010,0.0,0.0,0.0,0.0,0.0,27.55,1.93,0.0
20230715:2110,0.0,0.0,0.0,0.0,0.0,26.52,1.93,0.0
20230715:2210,0.0,0.0,0.0,0.0,0.0,25.49,1.72,0.0
20230715:2310,0.0,0.0,0.0,0.0,0.0,24.32,1.45,0.0
20230716:0010,0.0,0.0,0.0,0.0,0.0,23.83,1.03,0.0
20230716:0110,0.0,0.0,0.0,0.0,0.0,24.13,0.69,0.0
20230716:0210,0.0,0.0,0.0,0.0,0.0,22.74,1.1,0.0
20230716:0310,0.0,0.0,0.0,0.0,0.0,22.17,1.31,0.0
20230716:0410,13.38,0.0,10.73,0.29,3.29,21.98,1.24,0.0
20230716:0510,275.52,0.0,71.78,1.94,13.12,23.14,0.62,0.0
20230716:0610,885.54,74.4,137.04,6.39,23.5,25.13,0.55,0.0
20230716:0710,1901.94,285.59,142.13,11.18,34.11,27.09,0.41,0.0
20230716:0810,2774.4,476.53,158.52,14.91,44.6,28.84,0.62,0.0
20230716:0910,3347.94,613.93,182.93,17.66,54.41,30.29,0.62,0.0
20230716:1010,3644.52,687.98,210.13,19.33,62.42,31.56,0.48,0.0
20230716:1110,3838.56,770.52,190.65,20.45,66.44,32.65,0.69,0.0
20230716:1210,3761.16,748.55,189.9,20.07,64.41,33.38,0.76,0.0
20230716:1310,3466.86,675.62,176.71,18.64,57.49,33.98,0.62,0.0
20230716:1410,2951.7,547.02,158.25,16.16,48.14,34.44,0.55,0.0
20230716:1510,2180.46,363.84,142.13,12.65,37.81,34.62,0.9,0.0
20230716:1610,1234.98,194.34,105.17,8.99,27.19,34.47,1.72,0.0
20230716:1710,320.28,35.51,67.41,4.94,16.7,33.51,2.21,0.0
20230716:1810,96.84,0.0,33.83,0.92,6.64,32.02,2.55,0.0
20230716:1910,0.0,0.0,0.0,0.0,0.0,30.2,2.48,0.0
20230716:2010,0.0,0.0,0.0,0.0,0.0,28.85,2.07,0.0
20230716:2110,0.0,0.0,0.0,0.0,0.0,27.44,1.45,0.0
20230716:2210,0.0,0.0,0.0,0.0,0.0,26.39,0.97,0.0
20230716:2310,0.0,0.0,0.0,0.0,0.0,26.54,0.55,0.0
20230717:0010,0.0,0.0,0.0,0.0,0.0,24.88,1.03,0.0
